ambito;dbms;istanza;nome tabella;nome colonna;nome funzionale
global;prosgres;xxxxxx;FinancingImport;practiceId;Codice pratica finanziamento importato
global;prosgres;xxxxxx;FinancingImport;dbfBank;Banca del finanziamento importato
global;prosgres;xxxxxx;FinancingImport;dbfBusinessName;Denominazione banca importata
global;prosgres;xxxxxx;FinancingImport;dbfABI;Codice ABI banca importato
global;prosgres;xxxxxx;FinancingImport;fFinancialDestination;Destinazione finanziamento importato
global;prosgres;xxxxxx;FinancingImport;dfLoanProvidedAtImport;Finanziamento erogato importato
global;prosgres;xxxxxx;FinancingImport;dfAmount;Importo del finanziamento importato
global;prosgres;xxxxxx;FinancingImport;dfContractSignatureDate;Data firma contratto importato
global;prosgres;xxxxxx;FinancingImport;dfResolutionDate;Data delibera finanziamento importato
global;prosgres;xxxxxx;FinancingImport;dfIssueDate;Data erogazione finanziamento importato
global;prosgres;xxxxxx;FinancingImport;dfDuration;Durata finanziamento importato
global;prosgres;xxxxxx;FinancingImport;dfPeriodicity;Periodicita rate finanziamento importato
global;prosgres;xxxxxx;FinancingImport;dfFirstDepreciationDeadline;Prima scadenza ammortamento importato
global;prosgres;xxxxxx;FinancingImport;dfPreDepreciationExists;Presenza preammortamento importato
global;prosgres;xxxxxx;FinancingImport;dfInstallmentAmount;Importo rata finanziamento importato
global;prosgres;xxxxxx;FinancingImport;tRateType;Tipologia tasso finanziamento importato
global;prosgres;xxxxxx;FinancingImport;tRate;Tasso del finanziamento importato
global;prosgres;xxxxxx;FinancingImport;tTaeg;TAEG del finanziamento importato
global;prosgres;xxxxxx;FinancingImport;row;Numero riga importazione finanziamento
global;prosgres;xxxxxx;FinancingImport;createdAt;Data creazione importazione finanziamento
global;prosgres;xxxxxx;FinancingImport;updatedAt;Data aggiornamento importazione finanziamento
global;prosgres;xxxxxx;FinancingImport;deletedAt;Data eliminazione importazione finanziamento
global;prosgres;xxxxxx;FinancingProvisioningCertification;id;Identificativo certificazione erogazione
global;prosgres;xxxxxx;FinancingProvisioningCertification;amount;Importo certificato
global;prosgres;xxxxxx;FinancingProvisioningCertification;contractSignatureDate;Data firma contratto
global;prosgres;xxxxxx;FinancingProvisioningCertification;issueDate;Data erogazione finanziamento
global;prosgres;xxxxxx;FinancingProvisioningCertification;periodicity;Periodicita rate
global;prosgres;xxxxxx;FinancingProvisioningCertification;firstDepreciationDeadline;Prima scadenza ammortamento
global;prosgres;xxxxxx;FinancingProvisioningCertification;lastDepreciationDeadline;Ultima scadenza ammortamento
global;prosgres;xxxxxx;FinancingProvisioningCertification;preDepreciation;Presenza di preammortamento
global;prosgres;xxxxxx;FinancingProvisioningCertification;installmentAmount;Importo rata
global;prosgres;xxxxxx;FinancingProvisioningCertification;rateType;Tipologia tasso
global;prosgres;xxxxxx;FinancingProvisioningCertification;rate;Tasso applicato
global;prosgres;xxxxxx;FinancingProvisioningCertification;taeg;TAEG applicato
global;prosgres;xxxxxx;FinancingProvisioningCertification;spread;Spread applicato
global;prosgres;xxxxxx;FinancingProvisioningCertification;status;Stato certificazione erogazione
global;prosgres;xxxxxx;FinancingProvisioningCertification;createdAt;Data creazione certificazione erogazione
global;prosgres;xxxxxx;FinancingProvisioningCertification;updatedAt;Data aggiornamento certificazione erogazione
global;prosgres;xxxxxx;FinancingProvisioningCertification;deletedAt;Data eliminazione certificazione erogazione
global;prosgres;xxxxxx;FinancingProvisioningCertification;financingDuration;Durata del finanziamento
global;prosgres;xxxxxx;FinancingProvisioningCertification;filename;Nome del file
global;prosgres;xxxxxx;FinancingProvisioningCertification;originalFileName;Nome originale del file
global;prosgres;xxxxxx;FinancingProvisioningCertification;fileSize;Dimensione del file
global;prosgres;xxxxxx;FinancingProvisioningCertification;fileUploadedAt;Data caricamento file
global;prosgres;xxxxxx;FinancingProvisioningCertification;assuranceAmount;Importo della garanzia
global;prosgres;xxxxxx;FinancingProvisioningCertification;assurancePercentage;Percentuale della garanzia
global;prosgres;xxxxxx;LeasingDestination;id;Identificativo destinazione leasing
global;prosgres;xxxxxx;LeasingDestination;destination;Descrizione destinazione leasing
global;prosgres;xxxxxx;LeasingDestination;code;Codice destinazione leasing
global;prosgres;xxxxxx;LeasingImport;id;Identificativo importazione leasing
global;prosgres;xxxxxx;LeasingImport;practiceId;Codice pratica leasing importato
global;prosgres;xxxxxx;LeasingImport;sfBankLeasing;Banca del leasing importato
global;prosgres;xxxxxx;LeasingImport;sfBusinessName;Ragione sociale leasing importato
global;prosgres;xxxxxx;LeasingImport;sfLeasingDestination;Destinazione leasing importato
global;prosgres;xxxxxx;LeasingImport;dclAmount;Importo leasing importato
global;prosgres;xxxxxx;LeasingImport;dclContractSignatureDate;Data firma contratto leasing importato
global;prosgres;xxxxxx;LeasingImport;dclResolutionDate;Data delibera leasing importato
global;prosgres;xxxxxx;LeasingImport;dclDuration;Durata leasing importato
global;prosgres;xxxxxx;LeasingImport;dclPeriodicity;Periodicita canoni leasing importato
global;prosgres;xxxxxx;LeasingImport;dclFirstDeadline;Prima scadenza leasing importato
global;prosgres;xxxxxx;LeasingImport;dclFeeAmount;Importo canone leasing importato
global;prosgres;xxxxxx;LeasingImport;dclFeePercentage;Percentuale canone leasing importato
global;prosgres;xxxxxx;LeasingImport;dclRansomPercentage;Percentuale riscatto leasing importato
global;prosgres;xxxxxx;LeasingImport;dclRate;Tasso leasing importato
global;prosgres;xxxxxx;LeasingImport;row;Numero riga importazione leasing
global;prosgres;xxxxxx;LeasingImport;createdAt;Data creazione importazione leasing
global;prosgres;xxxxxx;LeasingImport;updatedAt;Data aggiornamento importazione leasing
global;prosgres;xxxxxx;LeasingImport;deletedAt;Data eliminazione importazione leasing
global;prosgres;xxxxxx;LegalForm;id;Identificativo forma giuridica
global;prosgres;xxxxxx;LegalForm;name;Nome forma giuridica
global;prosgres;xxxxxx;LegalForm;referenceId;Codice riferimento forma giuridica
global;prosgres;xxxxxx;LegalForm;cooperative;Forma giuridica cooperativa
global;prosgres;xxxxxx;LoginFailure;id;Identificativo tentativo accesso
global;prosgres;xxxxxx;LoginFailure;remoteIp;Indirizzo IP tentativo accesso
global;prosgres;xxxxxx;LoginFailure;createdAt;Data tentativo accesso fallito
global;prosgres;xxxxxx;Periodicity;id;Identificativo periodicita rate
global;prosgres;xxxxxx;Periodicity;type;Codice periodicita rate
global;prosgres;xxxxxx;Periodicity;months;Numero mesi periodicita rate
global;prosgres;xxxxxx;ProtocolNumber;id;Identificativo contatore protocollo
global;prosgres;xxxxxx;ProtocolNumber;counter;Ultimo numero progressivo protocollo
global;prosgres;xxxxxx;ProtocolNumber;createdAt;Data creazione contatore protocollo
global;prosgres;xxxxxx;ProtocolNumber;updatedAt;Data aggiornamento contatore protocollo
global;prosgres;xxxxxx;ProtocolNumber;deletedAt;Data eliminazione contatore protocollo
global;prosgres;xxxxxx;RegistryFileAudit;id;Identificativo file audit NSIA
global;prosgres;xxxxxx;RegistryFileAudit;fileName;Nome file audit NSIA
global;prosgres;xxxxxx;RegistryFileAudit;progressiveNumber;Numero progressivo file audit
global;prosgres;xxxxxx;RegistryFileAudit;type;Tipo flusso file audit
global;prosgres;xxxxxx;RegistryFileAudit;createdAt;Data creazione file audit
global;prosgres;xxxxxx;RegistryFileAudit;updatedAt;Data aggiornamento file audit
global;prosgres;xxxxxx;RegistryFileAudit;deletedAt;Data eliminazione file audit
global;prosgres;xxxxxx;ReportImport;id;Identificativo importazione report
global;prosgres;xxxxxx;ReportImport;year;Anno report importato
global;prosgres;xxxxxx;ReportImport;description;Descrizione report importato
global;prosgres;xxxxxx;ReportImport;filename;Nome file report importato
global;prosgres;xxxxxx;ReportImport;createdAt;Data creazione importazione report
global;prosgres;xxxxxx;ReportImport;updatedAt;Data aggiornamento importazione report
global;prosgres;xxxxxx;ReportImport;deletedAt;Data eliminazione importazione report
global;prosgres;xxxxxx;User;id;Identificativo utente
global;prosgres;xxxxxx;User;email;Indirizzo email utente
global;prosgres;xxxxxx;User;roles;Ruoli assegnati utente
global;prosgres;xxxxxx;User;password;Password cifrata utente
global;prosgres;xxxxxx;User;lastLogin;Data ultimo accesso utente
global;prosgres;xxxxxx;User;enabled;Utente abilitato all'accesso
global;prosgres;xxxxxx;User;updatePasswordToken;Token cambio password utente
global;prosgres;xxxxxx;User;googleAuthenticatorSecret;Chiave Google Authenticator utente
global;prosgres;xxxxxx;User;expiresAt;Data scadenza utente
global;prosgres;xxxxxx;User;resetPasswordToken;Token reset password utente
global;prosgres;xxxxxx;User;resetPasswordRequestedAt;Data richiesta reset password utente
global;prosgres;xxxxxx;User;firstName;Nome utente
global;prosgres;xxxxxx;User;lastName;Cognome utente
global;prosgres;xxxxxx;User;mobilePhone;Cellulare utente
global;prosgres;xxxxxx;User;fiscalId;Codice fiscale utente
global;prosgres;xxxxxx;User;birth;Data nascita utente
global;prosgres;xxxxxx;User;birthCountry;Stato nascita utente
global;prosgres;xxxxxx;User;birthRegion;Regione nascita utente
global;prosgres;xxxxxx;User;birthProvince;Provincia nascita utente
global;prosgres;xxxxxx;User;birthCity;Comune nascita utente
global;prosgres;xxxxxx;UserPassword;id;Identificativo storico password
global;prosgres;xxxxxx;UserPassword;passwordHash;Hash password storico utente
global;prosgres;xxxxxx;UserPassword;createdAt;Data creazione storico password
global;prosgres;xxxxxx;UserPassword;isGenerated;Password storica generata automaticamente
