ambito;dbms;istanza;nome tabella;nome colonna;nome funzionale
Global;prosgres;xxxxxx;LeasingImport;practiceId;practice id
Global;prosgres;xxxxxx;LeasingImport;sfBankLeasing;sf bank leasing
Global;prosgres;xxxxxx;LeasingImport;sfBusinessName;sf business name
Global;prosgres;xxxxxx;LeasingImport;sfLeasingDestination;sf leasing destination
Global;prosgres;xxxxxx;LeasingImport;dclAmount;dcl amount
Global;prosgres;xxxxxx;LeasingImport;dclContractSignatureDate;dcl contract signature date
Global;prosgres;xxxxxx;LeasingImport;dclResolutionDate;dcl resolution date
Global;prosgres;xxxxxx;LeasingImport;dclDuration;dcl duration
Global;prosgres;xxxxxx;LeasingImport;dclPeriodicity;dcl periodicity
Global;prosgres;xxxxxx;LeasingImport;dclFirstDeadline;dcl first deadline
Global;prosgres;xxxxxx;LeasingImport;dclFeeAmount;dcl fee amount
Global;prosgres;xxxxxx;LeasingImport;dclFeePercentage;dcl fee percentage
Global;prosgres;xxxxxx;LeasingImport;dclRansomPercentage;dcl ransom percentage
Global;prosgres;xxxxxx;LeasingImport;dclRate;dcl rate
Global;prosgres;xxxxxx;LeasingImport;row;row
Global;prosgres;xxxxxx;LeasingImport;createdAt;created at
Global;prosgres;xxxxxx;LeasingImport;updatedAt;updated at
Global;prosgres;xxxxxx;LeasingImport;deletedAt;deleted at
Global;prosgres;xxxxxx;LegalForm;id;id
Global;prosgres;xxxxxx;LegalForm;name;name
Global;prosgres;xxxxxx;LegalForm;referenceId;reference id
Global;prosgres;xxxxxx;LegalForm;cooperative;cooperative
Global;prosgres;xxxxxx;LoginFailure;id;id
Global;prosgres;xxxxxx;LoginFailure;remoteIp;remote ip
Global;prosgres;xxxxxx;LoginFailure;createdAt;created at
Global;prosgres;xxxxxx;Periodicity;id;id
Global;prosgres;xxxxxx;Periodicity;type;type
Global;prosgres;xxxxxx;Periodicity;months;months
Global;prosgres;xxxxxx;ProtocolNumber;id;id
Global;prosgres;xxxxxx;ProtocolNumber;counter;counter
Global;prosgres;xxxxxx;ProtocolNumber;createdAt;created at
Global;prosgres;xxxxxx;ProtocolNumber;updatedAt;updated at
Global;prosgres;xxxxxx;ProtocolNumber;deletedAt;deleted at
Global;prosgres;xxxxxx;RegistryFileAudit;id;id
Global;prosgres;xxxxxx;RegistryFileAudit;fileName;file name
Global;prosgres;xxxxxx;RegistryFileAudit;progressiveNumber;progressive number
Global;prosgres;xxxxxx;RegistryFileAudit;type;type
Global;prosgres;xxxxxx;RegistryFileAudit;createdAt;created at
Global;prosgres;xxxxxx;RegistryFileAudit;updatedAt;updated at
Global;prosgres;xxxxxx;RegistryFileAudit;deletedAt;deleted at
Global;prosgres;xxxxxx;ReportImport;id;id
Global;prosgres;xxxxxx;ReportImport;year;year
Global;prosgres;xxxxxx;ReportImport;description;description
Global;prosgres;xxxxxx;ReportImport;filename;filename
Global;prosgres;xxxxxx;ReportImport;createdAt;created at
Global;prosgres;xxxxxx;ReportImport;updatedAt;updated at
Global;prosgres;xxxxxx;ReportImport;deletedAt;deleted at
Global;prosgres;xxxxxx;User;id;id
Global;prosgres;xxxxxx;User;email;email
Global;prosgres;xxxxxx;User;roles;roles
Global;prosgres;xxxxxx;User;password;password
Global;prosgres;xxxxxx;User;lastLogin;last login
Global;prosgres;xxxxxx;User;enabled;enabled
Global;prosgres;xxxxxx;User;updatePasswordToken;update password token
Global;prosgres;xxxxxx;User;googleAuthenticatorSecret;google authenticator secret
Global;prosgres;xxxxxx;User;expiresAt;expires at
Global;prosgres;xxxxxx;User;resetPasswordToken;reset password token
Global;prosgres;xxxxxx;User;resetPasswordRequestedAt;reset password requested at
Global;prosgres;xxxxxx;User;firstName;first name
Global;prosgres;xxxxxx;User;lastName;last name
Global;prosgres;xxxxxx;User;mobilePhone;mobile phone
Global;prosgres;xxxxxx;User;fiscalId;fiscal id
Global;prosgres;xxxxxx;User;birth;birth
Global;prosgres;xxxxxx;User;birthCountry;birth country
Global;prosgres;xxxxxx;User;birthRegion;birth region
Global;prosgres;xxxxxx;User;birthProvince;birth province
Global;prosgres;xxxxxx;User;birthCity;birth city
Global;prosgres;xxxxxx;UserPassword;id;id
Global;prosgres;xxxxxx;UserPassword;passwordHash;password hash
Global;prosgres;xxxxxx;UserPassword;createdAt;created at
Global;prosgres;xxxxxx;UserPassword;isGenerated;is generated
